FullName,Distance,Event,SwimmerAge,EventCompetitionCategoryKey,SwimTime,SwimTimeAdj,Standard,MeetName,SwimDate,ClubName,LscCode,IsForeign,Rank,PowerPoints,Sanctioned
"Ponce De Leon, Rafael",1000,1000 FR SCY,23,2,8:57.18,8:57.18,2024 Summer Nationals (LCM),University of Tennessee vs LSU,1/27/2024,University Of Tennessee,SE,True,28,954,Yes
"Custer, Liam",1000,1000 FR SCY,19,2,8:57.19,8:57.19,2024 Summer Nationals (LCM),CAL @ Stanford Men,2/24/2024,Sarasota Sharks,FL,False,29,954,Yes
"Marsteiner, Matthew",1000,1000 FR SCY,17,2,8:57.37,8:57.37,2024 Summer Nationals (LCM),2024 NC SC Senior Championships,2/25/2024,New Wave Swim Team,NC,False,30,953,Yes
"Mulgrew, William",1000,1000 FR SCY,17,2,8:57.49,8:57.49,2024 Summer Nationals (LCM),2024 NE EZ SC Speedo Championships,3/24/2024,Shawmut Aquatic Club,NE,False,31,952,Yes
"Carlsen, Max",1000,1000 FR SCY,16,2,8:57.77,8:57.77,2024 Summer Nationals (LCM),2024 NT LAC Speedo Sectionals Time Trials,3/7/2024,Las Vegas Swim Club,CA,False,32,968,Yes
"Hick, Carson",1000,1000 FR SCY,18,2,8:58.01,8:58.01,2024 Summer Nationals (LCM),University of Louisville vs. University of Kentucky,1/27/2024,Unattached,KY,False,33,950,Yes
"Hamlin, Jacob",1000,1000 FR SCY,19,2,8:58.32,8:58.32,2024 Summer Nationals (LCM),2024 NCAA Division II Championships,3/13/2024,Highlander Aquatic Club,FL,False,34,948,Yes
"Meehan, Jack",1000,1000 FR SCY,22,2,8:58.45,8:58.45,2024 Summer Nationals (LCM),CAL @ Stanford Men,2/24/2024,California Aquatics,PC,False,35,948,Yes
"Fleig, Isaac",1000,1000 FR SCY,18,2,8:58.86,8:58.86,2024 Summer Nationals (LCM),2023 CA Kevin Perry Invitational LCM,11/2/2023,The Swim Team,CA,False,36,945,Yes
"Mathias, Mason",1000,1000 FR SCY,21,2,8:58.97,8:58.97,2024 Summer Nationals (LCM),University of Alabama vs Auburn,1/19/2024,Auburn University,SE,False,37,945,Yes
"Green, Sean",1000,1000 FR SCY,16,2,8:59.01,8:59.01,2024 Summer Nationals (LCM),2023 PV NCAP Invitational,12/10/2023,Long Island Aquatic Club,MR,False,38,962,Yes
"Powe, Sam",1000,1000 FR SCY,19,2,8:59.05,8:59.05,2024 Summer Nationals (LCM),Georgia vs Tennessee,1/20/2024,Unattached,US,False,39,945,Yes
"Campbell, Sam",1000,1000 FR SCY,20,2,8:59.07,8:59.07,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Ohio State University,OH,False,40,944,Yes
"Whitlock, Luke",1000,1000 FR SCY,17,2,8:59.50,8:59.50,2024 Summer Nationals (LCM),2023 IN FAST Monster Splash Closed Invite,10/6/2023,Fishers Area Swimming Tigers,IN,False,41,942,Yes
"Kopp, Tyler",1000,1000 FR SCY,21,2,8:59.55,8:59.55,2024 Summer Nationals (LCM),CAL @ Stanford Men,2/24/2024,California Aquatics,PC,False,42,942,Yes
"Sandidge, Levi",1000,1000 FR SCY,19,2,8:59.75,8:59.75,2024 Summer Nationals (LCM),University of Louisville vs. University of Kentucky,1/27/2024,Unattached,KY,False,43,941,Yes
"Dickey, Trey",1000,1000 FR SCY,21,2,8:59.89,8:59.89,2024 Summer Nationals (LCM),Texas A&M vs. Georgia Tech & Texas,11/3/2023,Texas A & M University,GU,False,44,940,Yes
"Grady, Reece",1000,1000 FR SCY,18,2,8:59.94,8:59.94,2024 Summer Nationals (LCM),Stanford vs. Arizona State (M&W),1/19/2024,Unattached,US,True,45,940,Yes
"Machado, Gabe",1000,1000 FR SCY,20,2,8:59.98,8:59.98,2024 Summer Nationals (LCM),Stanford vs. Arizona State (M&W),1/19/2024,Unattached,US,False,46,940,Yes
"Washart, Shane",1000,1000 FR SCY,20,2,9:00.46,9:00.46,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,US,False,47,937,Yes
"Alessandrini, Luca",1000,1000 FR SCY,21,2,9:00.46,9:00.46,2024 Summer Nationals (LCM),2024 NCAA Division II Championships,3/13/2024,Unattached,US,True,47,937,Yes
"Flack, Sam",1000,1000 FR SCY,19,2,9:00.53,9:00.53,2024 Summer Nationals (LCM),ASU vs NC State,10/20/2023,Unattached,US,False,49,937,Yes
"Dewitt, Tristan",1000,1000 FR SCY,22,2,9:00.57,9:00.57,2024 Summer Nationals (LCM),IU vs Louisville vs Wisconsin,2/2/2024,Indiana University,IN,False,50,937,Yes
"Berzolla, Andrew",1000,1000 FR SCY,22,2,9:00.57,9:00.57,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,US,False,50,937,Yes
"Watson, Tyler",1000,1000 FR SCY,22,2,9:00.76,9:00.76,2024 Summer Nationals (LCM),University of Louisville vs. Auburn University,10/6/2023,"North Florida Swimming, Inc.",FL,False,52,936,Yes
"Nehra, Aryan",1000,1000 FR SCY,20,2,9:00.77,9:00.77,2024 Summer Nationals (LCM),UF vs FSU,1/26/2024,University of Florida,FL,True,53,936,Yes
"Brown, Eric",1000,1000 FR SCY,21,2,9:00.81,9:00.81,2024 Summer Nationals (LCM),UF vs Georgia,10/27/2023,Unattached,US,True,54,936,Yes
"Metzler, Alex",1000,1000 FR SCY,20,2,9:00.82,9:00.82,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Ohio State University,OH,True,55,936,Yes
"Mason, Jake",1000,1000 FR SCY,19,2,9:00.89,9:00.89,2024 Summer Nationals (LCM),Stanford vs. Arizona State (M&W),1/19/2024,Sun Devil Swimming,AZ,False,56,935,Yes
"Enyeart, Alec",1000,1000 FR SCY,20,2,9:01.20,9:01.20,2024 Summer Nationals (LCM),2024 SMU v Texas,2/9/2024,University of Texas,ST,False,57,933,Yes
"Pins, Jacob",1000,1000 FR SCY,17,2,9:01.30,9:01.30,2024 Summer Nationals (LCM),2024 IA Short Course Championships,2/22/2024,Des Moines Swimming Federation,IA,False,58,933,Yes
"Pishko, Jacob",1000,1000 FR SCY,20,2,9:01.39,9:01.39,2024 Summer Nationals (LCM),LSU vs Texas AM,1/20/2024,Unattached,US,False,59,933,Yes
"Wright, Dillon",1000,1000 FR SCY,18,2,9:01.45,9:01.45,2024 Summer Nationals (LCM),2023 CA Speedo Sectionals CA/NV Golden West,12/17/2023,Sandpipers Of Nevada,CA,False,60,932,Yes
"Vasser, Zach",1000,1000 FR SCY,18,2,9:01.50,9:01.50,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,US,False,61,932,Yes
"Gettys, Bucky",1000,1000 FR SCY,17,2,9:01.52,9:01.52,2024 Summer Nationals (LCM),2024 NT LAC Speedo Sectional Championship Series,3/7/2024,Texas Gold,ST,False,62,932,Yes
"Tansill, Ian",1000,1000 FR SCY,22,2,9:02.00,9:02.00,2024 Summer Nationals (LCM),Army @ Navy,12/7/2023,Unattached,US,False,63,930,Yes
"Tepper, Joey",1000,1000 FR SCY,21,2,9:02.08,9:02.08,2024 Summer Nationals (LCM),Georgia vs Tennessee,1/20/2024,University Of Tennessee,SE,False,64,929,Yes
"Lamar, Simon",1000,1000 FR SCY,24,2,9:02.11,9:02.11,2024 Summer Nationals (LCM),Princeton vs. Harvard and Yale Men,2/2/2024,FAST Swim Team,CA,False,65,929,Yes
"Lanyi, Filip",1000,1000 FR SCY,20,2,9:02.30,9:02.30,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,US,True,66,928,Yes
"Wilson, Aidan",1000,1000 FR SCY,22,2,9:02.34,9:02.34,2024 Summer Nationals (LCM),2024 Men's Ivy League Championships,3/1/2024,Unattached,US,False,67,928,Yes
"Carrozza, Coby",1000,1000 FR SCY,22,2,9:02.50,9:02.50,2024 Summer Nationals (LCM),Texas A&M vs. Georgia Tech & Texas,11/3/2023,University of Texas,ST,False,68,927,Yes
"Hochwalt, Michael",1000,1000 FR SCY,18,2,9:02.63,9:02.63,2024 Summer Nationals (LCM),2023 PN 2023 Washington State Senior Short Course Champs,12/14/2023,Spokane Waves Aquatic Team,IE,False,69,926,Yes
"Corey, Luke",1000,1000 FR SCY,18,2,9:02.69,9:02.69,2024 Summer Nationals (LCM),2024 MD SPEEDO MARYLAND SENIOR SHORT COURSE CHAMPIONSHIP MEET,2/22/2024,Naval Academy Aquatic Club,MD,False,70,926,Yes
"Aslan, Yigit",1000,1000 FR SCY,20,2,9:02.72,9:02.72,2024 Summer Nationals (LCM),NU VS. Wisconsin,1/20/2024,Unattached,US,True,71,926,Yes
"ZACHARIADIS, Konstantinos",1000,1000 FR SCY,19,2,9:02.77,9:02.77,2024 Summer Nationals (LCM),Princeton vs. Harvard and Yale Men,2/2/2024,Unattached,US,True,72,926,Yes
"Filiz, Batuhan",1000,1000 FR SCY,19,2,9:02.77,9:02.77,2024 Summer Nationals (LCM),Texas A&M vs. Georgia Tech & Texas,11/3/2023,Texas A & M University,GU,True,72,926,Yes
"Taylor, Andrew",1000,1000 FR SCY,18,2,9:03.37,9:03.37,2024 Summer Nationals (LCM),UF vs Georgia,10/27/2023,Tampa Bay Aquatic Club,FL,False,74,923,Yes
"Briggs, Warren",1000,1000 FR SCY,21,2,9:03.40,9:03.40,2024 Summer Nationals (LCM),IU vs Louisville vs Wisconsin,2/2/2024,Unattached,US,False,75,923,Yes
"Matheson, Daniel",1000,1000 FR SCY,21,2,9:03.43,9:03.43,2024 Summer Nationals (LCM),ASU vs NC State,10/20/2023,Sun Devil Swimming,AZ,False,76,922,Yes
"Davis, Grant",1000,1000 FR SCY,20,2,9:03.76,9:03.76,2024 Summer Nationals (LCM),University of Alabama vs Auburn,1/19/2024,Auburn University,SE,False,77,921,Yes
"Axon, Alex",1000,1000 FR SCY,20,2,9:03.89,9:03.89,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Ohio State University,OH,True,78,920,Yes
"Soloveychik, Bar",1000,1000 FR SCY,23,2,9:04.03,9:04.03,2024 Summer Nationals (LCM),SMU vs University of Minnesota,10/21/2023,Unattached,US,True,79,919,Yes
"Frandson, Trent",1000,1000 FR SCY,21,2,9:04.18,9:04.18,2024 Summer Nationals (LCM),California vs. Arizona,1/19/2024,California Aquatics,PC,False,80,919,Yes
"Weisel, Elliot",1000,1000 FR SCY,18,2,9:04.22,9:04.22,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Indiana University,IN,False,81,919,Yes
"Brennan, Luke",1000,1000 FR SCY,17,2,9:04.26,9:04.26,2024 Summer Nationals (LCM),2023 NJ EEX Holiday Classic XXXVI,12/16/2023,Peddie Aquatic Association,NJ,False,82,918,Yes
"Hieber, Eric",1000,1000 FR SCY,21,2,9:04.29,9:04.29,2024 Summer Nationals (LCM),2024 Great Lakes Intercollegiate Athletic Conference Championships,2/9/2024,Unattached,US,False,83,918,Yes
"Hatcher, Max",1000,1000 FR SCY,18,2,9:04.30,9:04.30,2024 Summer Nationals (LCM),2024 NT LAC Speedo Sectionals Time Trials,3/7/2024,Lakeside Aquatic Club,NT,False,84,918,Yes
"Plattel, Lleyton",1000,1000 FR SCY,21,2,9:04.37,9:04.37,2024 Summer Nationals (LCM),Arizona vs. ASU,2/10/2024,Unattached,US,True,85,918,Yes
"Nelson, Baylor",1000,1000 FR SCY,20,2,9:04.41,9:04.41,2024 Summer Nationals (LCM),TCU vs Texas A&M,1/13/2024,Texas A & M University,GU,False,86,918,Yes
"Vainio, Luukas",1000,1000 FR SCY,20,2,9:04.53,9:04.53,2024 Summer Nationals (LCM),UW Green Bay Dual Meet,1/26/2024,Wisconsin Aquatics,WI,True,87,917,Yes
"Edmund, Mason",1000,1000 FR SCY,19,2,9:04.58,9:04.58,2024 Summer Nationals (LCM),Tim Welsh Classic,1/27/2024,Ohio State University,OH,False,88,917,Yes
"Siers, Aidan",1000,1000 FR SCY,17,2,9:04.76,9:04.76,2024 Summer Nationals (LCM),2024 FL Spring Senior Championships,3/7/2024,Sarasota Sharks,FL,False,89,916,Yes
"Alcantara, Leonardo",1000,1000 FR SCY,19,2,9:04.78,9:04.78,2024 Summer Nationals (LCM),University of Alabama vs Auburn,1/19/2024,Unattached,US,True,90,916,Yes
"Denbrok, Tristan",1000,1000 FR SCY,18,2,9:04.93,9:04.93,2024 Summer Nationals (LCM),Georgia vs Tennessee,1/20/2024,Unattached,US,False,91,915,Yes
"Sarkany, Zalan",1650,1650 FR SCY,20,2,14:23.01,14:23.01,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Unattached,US,True,1,1037,Yes
"Ellis, Luke",1650,1650 FR SCY,17,2,14:29.48,14:29.48,2024 Summer Nationals (LCM),2023 CA Speedo Sectionals CA/NV Golden West,12/14/2023,Sandpipers Of Nevada,CA,False,2,1029,Yes
"Finke, Robert",1650,1650 FR SCY,24,2,14:34.70,14:34.70,2024 Summer Nationals (LCM),2024 FL Spring Senior Championships,3/10/2024,Saint Petersburg Aquatics,FL,False,3,1006,Yes
"Linscheer, Gio",1650,1650 FR SCY,19,2,14:36.01,14:36.01,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,University of Florida,FL,False,4,1002,Yes
"Chmielewski, Krzysztof",1650,1650 FR SCY,19,2,14:37.74,14:37.74,2024 Summer Nationals (LCM),Texas Invitational,11/18/2023,Unattached,US,True,5,998,Yes
"Taylor, Andrew",1650,1650 FR SCY,19,2,14:37.80,14:37.80,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,University of Florida,FL,False,6,997,Yes
"Lloyd, Owen",1650,1650 FR SCY,22,2,14:39.18,14:39.18,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,NC State University,NC,False,7,994,Yes
"Hoagland, Jack",1650,1650 FR SCY,23,2,14:39.19,14:39.19,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Unattached,US,False,8,994,Yes
"Dant, Ross",1650,1650 FR SCY,23,2,14:39.34,14:39.34,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,NC State University,NC,False,9,993,Yes
"Manteufel, Gabriel",1650,1650 FR SCY,16,2,14:41.11,14:41.11,2024 Summer Nationals (LCM),2023 CA Speedo Sectionals CA/NV Golden West,12/14/2023,Sandpipers Of Nevada,CA,False,10,1002,Yes
"Soloveychik, Bar",1650,1650 FR SCY,23,2,14:41.40,14:41.40,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,University of Minnesota,MN,True,11,988,Yes
"Sibirtsev, Ilia",1650,1650 FR SCY,22,2,14:41.87,14:41.87,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,University of Louisville,KY,True,12,986,Yes
"Campbell, Sam",1650,1650 FR SCY,20,2,14:42.63,14:42.63,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Ohio State University,OH,False,13,984,Yes
"Clark, Charlie",1650,1650 FR SCY,21,2,14:42.69,14:42.69,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Ohio State University,OH,False,14,984,Yes
"Mathias, Mason",1650,1650 FR SCY,21,2,14:43.69,14:43.69,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Auburn University,SE,False,15,982,Yes
"Kilavuz, Mert",1650,1650 FR SCY,20,2,14:44.15,14:44.15,2024 Summer Nationals (LCM),V. South Carolina,1/26/2024,Unattached,US,True,16,980,Yes
"Matheson, Daniel",1650,1650 FR SCY,21,2,14:44.24,14:44.24,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Sun Devil Swimming,AZ,False,17,980,Yes
"Sandidge, Levi",1650,1650 FR SCY,19,2,14:44.24,14:44.24,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,KY,False,17,980,Yes
"Norris, Lance",1650,1650 FR SCY,20,2,14:44.85,14:44.85,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,NC State University,NC,False,19,978,Yes
"Mijatovic, Luka",1650,1650 FR SCY,14,2,14:45.79,14:45.79,2024 Summer Nationals (LCM),2023 CA Speedo Sectionals CA/NV Golden West,12/14/2023,Pleasanton Seahawks,PC,False,20,1074,Yes
"Custer, Liam",1650,1650 FR SCY,19,2,14:46.22,14:46.22,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Sarasota Sharks,FL,False,21,975,Yes
"Nagy, Chris",1650,1650 FR SCY,21,2,14:46.36,14:46.36,2024 Summer Nationals (LCM),Minnesota Men's Last Chance,3/9/2024,Unattached,US,False,22,974,Yes
"Dickey, Trey",1650,1650 FR SCY,21,2,14:46.70,14:46.70,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Texas A & M University,GU,False,23,973,Yes
"Plage, James",1650,1650 FR SCY,21,2,14:47.41,14:47.41,2024 Summer Nationals (LCM),2024 Atlantic Coast Conference Championships,2/24/2024,NC State University,NC,False,24,972,Yes
"Martin, Andrew",1650,1650 FR SCY,23,2,14:47.66,14:47.66,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Northwestern University ST,IL,False,25,971,Yes
"Metzler, Alex",1650,1650 FR SCY,21,2,14:47.75,14:47.75,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Ohio State University,OH,True,26,971,Yes
"Hick, Carson",1650,1650 FR SCY,18,2,14:47.84,14:47.84,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,KY,False,27,970,Yes
"Mitchell, Jake",1650,1650 FR SCY,22,2,14:48.21,14:48.21,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,University of Florida,FL,False,28,969,Yes
"Mulgrew, William",1650,1650 FR SCY,16,2,14:48.26,14:48.26,2024 Summer Nationals (LCM),2023 NE Senior SCY Championships,12/14/2023,Shawmut Aquatic Club,NE,False,29,983,Yes
"Brown, Joshua",1650,1650 FR SCY,20,2,14:48.57,14:48.57,2024 Summer Nationals (LCM),2023 CA Speedo Sectionals CA/NV Golden West,12/14/2023,Sandpipers Of Nevada,CA,False,30,968,Yes
"Bonson, Michael",1650,1650 FR SCY,21,2,14:49.83,14:49.83,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Auburn University,SE,False,31,965,Yes
"Whitlock, Luke",1650,1650 FR SCY,17,2,14:50.37,14:50.37,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - East,12/9/2023,Fishers Area Swimming Tigers,IN,False,32,973,Yes
"Brown, Eric",1650,1650 FR SCY,21,2,14:50.57,14:50.57,2024 Summer Nationals (LCM),James E. Martin Invitational,3/2/2024,University of Florida,FL,True,33,963,Yes
"Lindholm, Oskar",1650,1650 FR SCY,22,2,14:50.78,14:50.78,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,University of Florida,FL,True,34,963,Yes
"Dewitt, Tristan",1650,1650 FR SCY,22,2,14:51.46,14:51.46,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,Indiana University,IN,False,35,961,Yes
"Fry, Connor",1650,1650 FR SCY,18,2,14:53.33,14:53.33,2024 Summer Nationals (LCM),2024 NCAA Division I Men's Championships,3/30/2024,South Texas Aquatics,GU,False,36,956,Yes
"Davis, Grant",1650,1650 FR SCY,20,2,14:53.68,14:53.68,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Auburn University,SE,False,37,955,Yes
"Narvid, Jake",1650,1650 FR SCY,21,2,14:54.06,14:54.06,2024 Summer Nationals (LCM),Tennessee Last Chance Invitational,3/2/2024,University Of Tennessee,SE,False,38,954,Yes
"Aslan, Yigit",1650,1650 FR SCY,20,2,14:55.20,14:55.20,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Unattached,US,True,39,951,Yes
"Machado, Gabe",1650,1650 FR SCY,20,2,14:55.52,14:55.52,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Alto Swim Club,PC,False,40,950,Yes
"Felt, Dylan",1650,1650 FR SCY,19,2,14:55.89,14:55.89,2024 Summer Nationals (LCM),2024 Atlantic 10 Conference Championships,2/24/2024,Swim Fort Lauderdale,FG,False,41,949,Yes
"Morrissey, Henry",1650,1650 FR SCY,20,2,14:56.06,14:56.06,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Unattached,US,True,42,948,Yes
"Vlachogiannakos, Panos",1650,1650 FR SCY,21,2,14:56.56,14:56.56,2024 Summer Nationals (LCM),DSU Christmas Invite,12/12/2023,Unattached,US,False,43,947,Yes
"Tepper, Joey",1650,1650 FR SCY,21,2,14:56.76,14:56.76,2024 Summer Nationals (LCM),Tennessee Invitational,11/17/2023,University Of Tennessee,SE,False,44,947,Yes
"Grady, Reece",1650,1650 FR SCY,18,2,14:56.90,14:56.90,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,Unattached,US,True,45,946,Yes
"Ben Ajmia, Mohamed Khalil",1650,1650 FR SCY,20,2,14:57.68,14:57.68,2024 Summer Nationals (LCM),2024 NCAA Division II Championships,3/16/2024,Unattached,US,True,46,944,Yes
"Green, Sean",1650,1650 FR SCY,16,2,14:57.71,14:57.71,2024 Summer Nationals (LCM),2023 PV NCAP Invitational,12/7/2023,Long Island Aquatic Club,MR,False,47,958,Yes
"Lekic, Jovan",1650,1650 FR SCY,20,2,14:57.99,14:57.99,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Unattached,US,True,48,943,Yes
"Meehan, Jack",1650,1650 FR SCY,22,2,14:58.38,14:58.38,2024 Summer Nationals (LCM),2024 Men's PAC 12 Championships,3/9/2024,California Aquatics,PC,False,49,942,Yes
"Enyeart, Alec",1650,1650 FR SCY,20,2,14:58.71,14:58.71,2024 Summer Nationals (LCM),2024 Big 12 Conference Championships,3/2/2024,University of Texas,ST,False,50,941,Yes
"Carlsen, Max",1650,1650 FR SCY,16,2,14:59.44,14:59.44,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - West,12/9/2023,Las Vegas Swim Club,CA,False,51,953,Yes
"Szobota, Nathan",1650,1650 FR SCY,16,2,14:59.50,14:59.50,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - East,12/9/2023,"NOVA of Virginia Aquatics, Inc",VA,False,52,953,Yes
"Marsteiner, Matthew",1650,1650 FR SCY,17,2,15:00.38,15:00.38,2024 Summer Nationals (LCM),2024 NC SC Senior Championships,2/25/2024,New Wave Swim Team,NC,False,53,946,Yes
"Watson, Tyler",1650,1650 FR SCY,22,2,15:00.39,15:00.39,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Unattached,US,False,54,937,Yes
"Watson, Kieran",1650,1650 FR SCY,20,2,15:00.57,15:00.57,2024 Summer Nationals (LCM),Minnesota Men's Last Chance,3/9/2024,Bellevue Club Swim Team,PN,False,55,936,Yes
"Lyubavskiy, Mikhail",1650,1650 FR SCY,22,2,15:00.62,15:00.62,2024 Summer Nationals (LCM),2024 ECAC Championships,3/3/2024,Unattached,US,True,56,936,Yes
"Prosinski, Raymond",1650,1650 FR SCY,18,2,15:00.70,15:00.70,2024 Summer Nationals (LCM),2024 Southeastern Conference Champs,2/24/2024,Loggerhead Aquatics,FL,True,57,936,Yes
"DiNunzio, Bobby",1650,1650 FR SCY,19,2,15:01.24,15:01.24,2024 Summer Nationals (LCM),James E. Martin Invitational,3/2/2024,Unattached,US,False,58,935,Yes
"Tate, Wes",1650,1650 FR SCY,20,2,15:01.53,15:01.53,2024 Summer Nationals (LCM),2024 Patriot League Championships,2/24/2024,Army West Point,MR,False,59,934,Yes
"Hamlin, Jacob",1650,1650 FR SCY,19,2,15:01.66,15:01.66,2024 Summer Nationals (LCM),Gamecock Invitational,11/17/2023,Highlander Aquatic Club,FL,False,60,934,Yes
"Axon, Alex",1650,1650 FR SCY,20,2,15:01.79,15:01.79,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Ohio State University,OH,True,61,933,Yes
"Shoyat, Chip Wheelie",1650,1650 FR SCY,20,2,15:01.84,15:01.84,2024 Summer Nationals (LCM),2024 OH Tim Myers SC Senior Champs,2/29/2024,Northern KY Clippers Swimming,OH,False,62,933,Yes
"Briggs, Warren",1650,1650 FR SCY,21,2,15:01.96,15:01.96,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Unattached,US,False,63,933,Yes
"Klein, Freddy",1650,1650 FR SCY,18,2,15:02.12,15:02.12,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - East,12/9/2023,SwimMAC Carolina,NC,False,64,932,Yes
"Hume, Ryan",1650,1650 FR SCY,20,2,15:02.26,15:02.26,2024 Summer Nationals (LCM),2024 Men's B1G Championships,3/2/2024,Univ. Of Michigan Swim Team,MI,False,65,932,Yes
